new,Сторінка:Іван Франко. Данте Алїґієрі. 1913.pdf/70,/* Невичитані сторінки */ Створена сторінка: {{larger|{{block center|'''III. Данте і його писаня.'''}}}}  Хоча вся поезія, всї писаня Дантові мають форму немов автобіографічних признань та оповідань, то про те аллєґоричний та симболістичний спосіб його говореня спричинив те, що ми майже нїколи не маємо певности, ч...,2023-11-22 16:48:31,ReneDeUa,False,https://uk.wikisource.org/wiki/%D0%A1%D1%82%D0%BE%D1%80%D1%96%D0%BD%D0%BA%D0%B0:%D0%86%D0%B2%D0%B0%D0%BD_%D0%A4%D1%80%D0%B0%D0%BD%D0%BA%D0%BE._%D0%94%D0%B0%D0%BD%D1%82%D0%B5_%D0%90%D0%BB%D1%97%D2%91%D1%96%D1%94%D1%80%D1%96._1913.pdf/70,ukwikisource,uk.wikisource.org,2435,651504
new,fragmentatiebom,Nieuwe pagina aangemaakt met ' {{nodef}}[[Bestand:Under construction animated.gif]] {{=nld=}} [[afbeelding:  |thumb|]] {{-pron-}} *{{sound}}: {{audio|nl-{{pn}}.ogg|{{pn}}|nld}} <!--*{{WikiW|IPA}}: {{IPA-nl-standaard|}}--> {{-syll-}} *frag·men·ta·tie·bom {{-etym-}} * {{samen|nld|fragmentatie|zn||bom|zn}}  {{-nlnoun-|{{pn}}|[[fragmentatiebommen]]|[[fragmentatiebommetje]]|[[fragmentatiebommetjes]]}} {{-noun-|nld}} '''{{pn}}''' {{f}}/{{m}}  {{wnt-r|}} #  #  {{-syn-}} * {{-ant-}} * {{-trans...',2023-11-22 16:48:31,Marcel coenders,False,https://nl.wiktionary.org/wiki/fragmentatiebom,nlwiktionary,nl.wiktionary.org,579,4717064
new,User talk:2402:800:610D:647:D14F:408D:CAC:E1BC,/* November 2023 */ new section,2023-11-22 16:48:34,Cat12zu3,False,https://en.wikipedia.org/wiki/User_talk:2402:800:610D:647:D14F:408D:CAC:E1BC,enwiki,en.wikipedia.org,769,1186315826
new,पान:विद्यार्थि धर्म.pdf/८,/* तपासणी करायचे साहित्य */ नवीन पान "﻿________________  पहिलें. ] विद्यार्थि-दशेचें महत्व. आहे; पण राष्ट्रकार्यास लागणारें धडाडीचें सामर्थ्य जर तरुण पिढीत नसेल तर कसा राष्ट्रोद्वार होणार ? राष्ट्रांतील पुढाऱ्यांचे तप व त्याग...",2023-11-22 16:48:36,Sarikakalaskar21398,False,https://mr.wikisource.org/wiki/%E0%A4%AA%E0%A4%BE%E0%A4%A8:%E0%A4%B5%E0%A4%BF%E0%A4%A6%E0%A5%8D%E0%A4%AF%E0%A4%BE%E0%A4%B0%E0%A5%8D%E0%A4%A5%E0%A4%BF_%E0%A4%A7%E0%A4%B0%E0%A5%8D%E0%A4%AE.pdf/%E0%A5%AE,mrwikisource,mr.wikisource.org,4557,197602
new,Q123509797,/* wbeditentity-create:2|hu */ Dénes András, (1963–2023) magyar sportújságíró, sportvezető,2023-11-22 16:48:36,Csurla,False,https://www.wikidata.org/wiki/Q123509797,wikidatawiki,www.wikidata.org,345,2015715982
new,Pembicaraan:Anis-cikrak,Notification of altered sources needing review) #IABot (v2.0.9.5,2023-11-22 16:48:38,InternetArchiveBot,True,https://id.wikipedia.org/wiki/Pembicaraan:Anis-cikrak,idwiki,id.wikipedia.org,1021,24810579
new,Kategoria:Reprezentanci Czarnogóry U-21 w piłce nożnej,[[Specjalna:Nowe strony|Nowa strona]]: [[Kategoria:Czarnogórscy piłkarze|U-21]] [[Kategoria:Piłkarze U-21 według reprezentacji|Czarnogóra]] [[Kategoria:Reprezentacja Czarnogóry w piłce nożnej|U-21]],2023-11-22 16:48:40,Rhodesian05,False,https://pl.wikipedia.org/wiki/Kategoria:Reprezentanci_Czarnog%C3%B3ry_U-21_w_pi%C5%82ce_no%C5%BCnej,plwiki,pl.wikipedia.org,167,71914652
new,トーク:鳥羽宏美,もし、アンサンブルフォレスト吹奏楽団や、半田のピティナのピアノコンサートに鳥羽宏美先生が来てたなら、MacのパソコンのiMovieで,録画中に録画画面を隠して,鳥羽宏美先生に質問するふりをして,鳥羽宏美先生の顔を盗撮するつもりだった。鳥羽宏美先生が持ってる名古屋芸術大学の卒業アルバムを写真撮りたいと頼むつもりだった。,2023-11-22 16:48:41,150.31.92.54,False,https://ja.wiktionary.org/wiki/%E3%83%88%E3%83%BC%E3%82%AF:%E9%B3%A5%E7%BE%BD%E5%AE%8F%E7%BE%8E,jawiktionary,ja.wiktionary.org,453,1846386
new,Pembicaraan:Anis-papua,Notification of altered sources needing review) #IABot (v2.0.9.5,2023-11-22 16:48:42,InternetArchiveBot,True,https://id.wikipedia.org/wiki/Pembicaraan:Anis-papua,idwiki,id.wikipedia.org,1004,24810580
new,enrascardes,création,2023-11-22 16:48:42,DE8AH,False,https://fr.wiktionary.org/wiki/enrascardes,frwiktionary,fr.wiktionary.org,391,33058335
new,FJクルーザー,トヨタ自動車のビッグサイズのクロカンSUVである。4WD方式は、FRを基本・ベースにした副変速機付きの4WDシステムで、パートタイム4WDを採用し、トランスファーは、「H2（FR）」－「H4（4WD）」－「N」－「L4」のポジションを持つ。タイヤ外径は803mmあり、ビッグタイヤで、最低地上高は230mmとかなり高いハッチバック車である。凸凹道、丸太道のような障害物、砂利道、荒れ地、段差、階段、林道、岩場、モーグル地形というワイルドなオフロードを乗り越えられ、登坂能力も高く、あらゆる場所でもオールラウンドな魅力でそれなりに走れる。室内の床下からダッシュボードまでの高さの位置は高く、地面からボンネットまでの高さがかなり高く、フロントガラスの下端や視線・運転席からの目線の位置が高く、フロントガラスエリアの下側が少し欠けていて、視界の下部分が欠けていてイマイチで、かなり高重心である。最小回転半径は6.2mと大きいため、小回り性能やUターンには向かない。最低地上高が230mmとかなり高いので、リフトが高い。ドアは観音開きのリヤドアを採用しているので、乗降性はやや難しく、面倒である。ドアノブが前,2023-11-22 16:48:46,150.31.92.54,False,https://ja.wiktionary.org/wiki/FJ%E3%82%AF%E3%83%AB%E3%83%BC%E3%82%B6%E3%83%BC,jawiktionary,ja.wiktionary.org,2219,1846387
new,User talk:Rose quartz opal,Message re. [[Ethotoin]] ([[WP:HG|HG]]) (3.4.12),2023-11-22 16:48:47,Materialscientist,False,https://en.wikipedia.org/wiki/User_talk:Rose_quartz_opal,enwiki,en.wikipedia.org,691,1186315843
new,Page:Kirby - Le chien d'or, tome I, trad LeMay, 1884.djvu/153,En cours,2023-11-22 16:48:48,Kaviraf,False,https://fr.wikisource.org/wiki/Page:Kirby_-_Le_chien_d%27or,_tome_I,_trad_LeMay,_1884.djvu/153,frwikisource,fr.wikisource.org,1909,13725422
new,Strona:PL A Dumas Czterdziestu pięciu.djvu/72,/* Przepisana */ —,2023-11-22 16:48:48,Wydarty,False,https://pl.wikisource.org/wiki/Strona:PL_A_Dumas_Czterdziestu_pi%C4%99ciu.djvu/72,plwikisource,pl.wikisource.org,1326,3505022
new,ผู้ใช้:Romrawin7/ทดลองเขียน,ประวัติ ,ที่มา,2023-11-22 16:48:49,Romrawin7,False,https://th.wikipedia.org/wiki/%E0%B8%9C%E0%B8%B9%E0%B9%89%E0%B9%83%E0%B8%8A%E0%B9%89:Romrawin7/%E0%B8%97%E0%B8%94%E0%B8%A5%E0%B8%AD%E0%B8%87%E0%B9%80%E0%B8%82%E0%B8%B5%E0%B8%A2%E0%B8%99,thwiki,th.wikipedia.org,11103,11157000
